date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:31:20	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2018%20Mar%202025%2011:31:16%20GMT	http://ektechnologies-soutions.b12sites.com/assets/fonts/fontawesome-webfont-912ec66d7572ff821749319396470bde.svg	C:/My%20Web%20Sites/edu33/ektechnologies-soutions.b12sites.com/assets/fonts/fontawesome-webfont-912ec66d7572ff821749319396470bde.svg	(from https://ektechnologies-soutions.b12sites.com/index)
14:31:21	165548/165548	---M--	200	added ('OK')	font/ttf	date:Tue,%2018%20Mar%202025%2011:31:15%20GMT	https://ektechnologies-soutions.b12sites.com/assets/fonts/fontawesome-webfont-b06871f281fee6b241d60582ae9369b9.ttf	C:/My%20Web%20Sites/edu33/ektechnologies-soutions.b12sites.com/assets/fonts/fontawesome-webfont-b06871f281fee6b241d60582ae9369b9.ttf	(from https://ektechnologies-soutions.b12sites.com/index)
14:31:22	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2018%20Mar%202025%2011:31:18%20GMT	http://ektechnologies-soutions.b12sites.com/assets/fonts/ajax-loader-c5cd7f5300576ab4c88202b42f6ded62.gif	C:/My%20Web%20Sites/edu33/ektechnologies-soutions.b12sites.com/assets/fonts/ajax-loader-c5cd7f5300576ab4c88202b42f6ded62.gif	(from https://ektechnologies-soutions.b12sites.com/index)
14:31:23	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2018%20Mar%202025%2011:31:18%20GMT	https://ektechnologies-soutions.b12sites.com/assets/fonts/fontawesome-webfont-912ec66d7572ff821749319396470bde.svg	C:/My%20Web%20Sites/edu33/ektechnologies-soutions.b12sites.com/assets/fonts/fontawesome-webfont-912ec66d7572ff821749319396470bde.svg	(from https://ektechnologies-soutions.b12sites.com/index)
14:31:25	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2018%20Mar%202025%2011:31:20%20GMT	http://ektechnologies-soutions.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot	C:/My%20Web%20Sites/edu33/ektechnologies-soutions.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot	(from https://ektechnologies-soutions.b12sites.com/index)
14:31:25	4178/4178	---M--	200	added ('OK')	image/gif	date:Tue,%2018%20Mar%202025%2011:31:20%20GMT	https://ektechnologies-soutions.b12sites.com/assets/fonts/ajax-loader-c5cd7f5300576ab4c88202b42f6ded62.gif	C:/My%20Web%20Sites/edu33/ektechnologies-soutions.b12sites.com/assets/fonts/ajax-loader-c5cd7f5300576ab4c88202b42f6ded62.gif	(from https://ektechnologies-soutions.b12sites.com/index)
14:31:27	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20Mar%202025%2011:31:22%20GMT	https://ektechnologies-soutions.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot	C:/My%20Web%20Sites/edu33/ektechnologies-soutions.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot	(from https://ektechnologies-soutions.b12sites.com/index)
14:31:27	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2018%20Mar%202025%2011:31:23%20GMT	http://ektechnologies-soutions.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot?	C:/My%20Web%20Sites/edu33/ektechnologies-soutions.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475d41d.eot	(from https://ektechnologies-soutions.b12sites.com/index)
14:31:28	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20Mar%202025%2011:31:24%20GMT	https://ektechnologies-soutions.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot?	C:/My%20Web%20Sites/edu33/ektechnologies-soutions.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475d41d.eot	(from https://ektechnologies-soutions.b12sites.com/index)
14:31:29	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2018%20Mar%202025%2011:31:24%20GMT	http://ektechnologies-soutions.b12sites.com/assets/fonts/slick-b7c9e1e479de3b53f1e4e30ebac2403a.woff	C:/My%20Web%20Sites/edu33/ektechnologies-soutions.b12sites.com/assets/fonts/slick-b7c9e1e479de3b53f1e4e30ebac2403a.woff	(from https://ektechnologies-soutions.b12sites.com/index)
14:31:30	1380/1380	---M--	200	added ('OK')	font/woff	date:Tue,%2018%20Mar%202025%2011:31:26%20GMT	https://ektechnologies-soutions.b12sites.com/assets/fonts/slick-b7c9e1e479de3b53f1e4e30ebac2403a.woff	C:/My%20Web%20Sites/edu33/ektechnologies-soutions.b12sites.com/assets/fonts/slick-b7c9e1e479de3b53f1e4e30ebac2403a.woff	(from https://ektechnologies-soutions.b12sites.com/index)
